"{""richText"":[{""font"":{""bold"":true,""size"":8,""color"":{}},""text"":""Note: ""},{""font"":{""size"":8,""color"":{}},""text"":""The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ""}]}",,,,,,,,,,,,
"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","list_price","standard_cost","product_first_sold_date"
"5502","68","3337","42805","1","Approved","OHM Cycles","Standard","medium","medium","1636.9","44.71","38859"
"5503","84","902","43057","1","Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","38339"
"5504","87","1782","42876",,"Approved","Giant Bicycles","Standard","high","medium","1179","707.4","38482"
"5505","0","3259","42856",,"Approved","Solex","Standard","medium","medium","441.49","84.99","34071"
"5506","70","2082","43074",,"Approved","Trek Bicycles","Standard","high","medium","495.72","297.43","42710"
"5507","30","1770","42885","1","Approved","Solex","Standard","high","medium","748.17","448.9","36361"
"5508","31","2990","42879","1","Approved","WeareA2B","Standard","medium","medium","752.64","205.36","42218"
"5509","77","3407","42781",,"Approved","WeareA2B","Standard","medium","medium","1769.64","108.76","41848"
"5510","88","791","42788",,"Approved","Norco Bicycles","Standard","medium","medium","1198.46","381.1","38482"
"5511","13","1727","42895",,"Approved","Solex","Standard","medium","medium","1577.53","826.51","40618"
"5512","79","1028","42782","1","Approved","Solex","Touring","medium","large","2083.94","675.03","40303"
"5513","9","1919","42767","1","Approved","OHM Cycles","Road","medium","medium","742.54","667.4","37838"
"5514","61","833","42935",,"Approved","Norco Bicycles","Standard","medium","small","586.45","521.94","35667"
"5515","6","3384","42803","1","Approved","OHM Cycles","Standard","high","medium","227.88","136.73","37659"
"5516","99","639","42782",,"Approved","OHM Cycles","Standard","medium","medium","1227.34","770.89","34556"
"5517","18","2698","42767","1","Approved","Norco Bicycles","Standard","high","medium","1148.64","689.18","42226"
"5518","41","2325","42752","1","Approved","Norco Bicycles","Standard","low","medium","958.74","748.9","34244"
"5519","39","354","42970","1","Approved","Giant Bicycles","Standard","medium","large","1812.75","582.48","40336"
"5520","54","2826","43088",,"Approved","WeareA2B","Standard","medium","medium","1292.84","13.44","39915"
"5521","84","3359","42846","1","Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","38339"
"5522","89","1219","43095","1","Approved","WeareA2B","Touring","medium","large","1362.99","57.74","34079"
"5523","25","1591","42780","1","Approved","Giant Bicycles","Road","medium","medium","1538.99","829.65","42404"
"5524","79","2718","42855",,"Approved","Solex","Touring","medium","large","2083.94","675.03","38206"
"5525","82","2190","42851",,"Approved","Norco Bicycles","Standard","high","medium","1148.64","689.18","42226"
"5526","80","242","42967","1","Approved","OHM Cycles","Touring","low","medium","1073.07","933.84","35455"
"5527","26","2497","42849",,"Approved","WeareA2B","Standard","medium","medium","1992.93","762.63","34115"
"5528","19","652","43036","1","Approved","Trek Bicycles","Mountain","low","medium","574.64","459.71","42560"
"5529","34","655","43048",,"Approved","Norco Bicycles","Road","high","large","774.53","464.72","41009"
"5530","57","2982","42745",,"Approved","WeareA2B","Touring","medium","large","1890.39","260.14","36146"
"5531","60","1069","42762","1","Approved","Giant Bicycles","Standard","high","small","1977.36","1759.85","40779"
"5532","0","2798","42915",,"Approved","Solex","Road","medium","medium","416.98","312.74","41064"
"5533","83","2791","42871",,"Approved","Solex","Touring","medium","large","2083.94","675.03","41533"
"5534","37","1967","43075",,"Approved","OHM Cycles","Standard","low","medium","1793.43","248.82","34071"
"5535","96","479","42886","1","Approved","WeareA2B","Road","low","small","1172.78","1043.77","37539"
"5536","72","2744","42974",,"Approved","Norco Bicycles","Standard","medium","medium","360.4","270.3","42710"
"5537","19","3231","42830","1","Approved","OHM Cycles","Road","high","large","12.01","7.21","35160"
"5538","92","2593","42808",,"Approved","WeareA2B","Standard","medium","small","1415.01","1259.36","37626"
"5539","91","1928","43065",,"Approved","WeareA2B","Standard","low","medium","642.31","513.85","41533"
"5540","64","1804","42952",,"Approved","Trek Bicycles","Standard","medium","large","1469.44","596.55","41047"
"5541","62","898","42894","1","Approved","Solex","Standard","medium","medium","478.16","298.72","41245"
"5542","11","91","42944",,"Approved","Giant Bicycles","Standard","high","medium","1274.93","764.96","34586"
"5543","31","849","43072","1","Approved","Giant Bicycles","Standard","medium","medium","230.91","173.18","39031"
"5544","39","2177","43001",,"Approved","Giant Bicycles","Standard","medium","large","1812.75","582.48","40336"
"5545","87","1629","42946",,"Approved","Giant Bicycles","Standard","high","medium","1179","707.4","35667"
"5546","45","1404","42943",,"Approved","Solex","Standard","medium","medium","441.49","84.99","41009"
"5547","87","3234","42825","1","Approved","Giant Bicycles","Standard","high","medium","1179","707.4","37874"
"5548","48","2530","42999","1","Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","35470"
"5549","84","3188","42956",,"Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","38339"
"5550","83","2390","42771",,"Approved","Solex","Touring","medium","large","2083.94","675.03","41533"
"5551","45","2912","42991",,"Approved","Trek Bicycles","Road","low","medium","980.37","234.43","38258"
"5552","79","2674","42754","1","Approved","Solex","Touring","medium","large","2083.94","675.03","41533"
"5553","19","692","43049",,"Approved","OHM Cycles","Road","high","large","12.01","7.21","39880"
"5554","78","953","42869",,"Approved","Giant Bicycles","Standard","medium","large","1765.3","709.48","38193"
"5555","52","637","42962","1","Approved","Solex","Road","medium","large","1777.8","820.78","40670"
"5556","0","1323","42892",,"Approved","OHM Cycles","Road","high","large","12.01","7.21","35160"
"5557","13","1420","43061","1","Approved","Solex","Standard","medium","medium","1163.89","589.27","42560"
"5558","40","2360","43018",,"Approved","Trek Bicycles","Road","medium","large","1894.19","598.76","37823"
"5559","99","2738","42793",,"Approved","OHM Cycles","Standard","medium","medium","1227.34","770.89","34556"
"5560","82","1925","42877","1","Approved","Norco Bicycles","Standard","high","medium","1148.64","689.18","42226"
"5561","37","2245","42757",,"Approved","OHM Cycles","Standard","low","medium","1793.43","248.82","36146"
"5562","5","1468","43075",,"Approved","Trek Bicycles","Mountain","low","medium","574.64","459.71","40784"
"5563","39","2824","42840","1","Approved","Giant Bicycles","Standard","medium","large","1812.75","582.48","40336"
"5564","60","2945","43032",,"Approved","Giant Bicycles","Standard","high","small","1977.36","1759.85","40779"
"5565","20","3489","42780","1","Approved","Trek Bicycles","Standard","medium","small","1775.81","1580.47","40303"
"5566","30","3327","42912","1","Approved","Solex","Standard","high","medium","748.17","448.9","33552"
"5567","5","3151","43017",,"Approved","Trek Bicycles","Mountain","low","medium","574.64","459.71","40649"
"5568","17","951","42784","1","Approved","Solex","Standard","high","medium","1024.66","614.8","35378"
"5569","95","1577","42965","1","Approved","OHM Cycles","Touring","low","medium","1073.07","933.84","35455"
"5570","1","369","42953",,"Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","42688"
"5571","7","3296","42810","1","Approved","Trek Bicycles","Road","low","medium","980.37","234.43","38216"
"5572","38","3184","43031","1","Approved","Solex","Standard","medium","medium","1577.53","826.51","39427"
"5573","93","58","42915",,"Approved","WeareA2B","Standard","medium","medium","1065.03","230.09","33364"
"5574","92","1129","43054","1","Approved","WeareA2B","Standard","medium","small","1415.01","1259.36","37539"
"5575","31","3046","42771",,"Approved","Giant Bicycles","Standard","medium","medium","230.91","173.18","39031"
"5576","49","420","42886","1","Approved","Solex","Standard","medium","large","1061.56","733.58","34170"
"5577","92","1635","42916","1","Approved","WeareA2B","Standard","medium","small","1415.01","1259.36","37626"
"5578","91","731","42965","1","Approved","Solex","Standard","medium","medium","100.35","75.26","36367"
"5579","18","2143","42987",,"Approved","Norco Bicycles","Standard","high","medium","1148.64","689.18","41533"
"5580","78","1322","43010","1","Approved","Giant Bicycles","Standard","medium","large","1765.3","709.48","38206"
"5581","90","443","42793","1","Approved","Solex","Standard","low","medium","945.04","507.58","40336"
"5582","58","1211","42865",,"Approved","OHM Cycles","Standard","medium","medium","912.52","141.4","34170"
"5583","26","2885","42837","1","Approved","WeareA2B","Standard","medium","medium","1992.93","762.63","34115"
"5584","3","2841","43017",,"Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","34115"
"5585","8","941","42742","1","Approved","Solex","Road","medium","small","1703.52","1516.13","38482"
"5586","1","3074","42814","1","Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","41245"
"5587","7","1132","42968",,"Approved","Trek Bicycles","Road","low","medium","980.37","234.43","41701"
"5588","81","2425","43023",,"Approved","Norco Bicycles","Standard","medium","small","586.45","521.94","34079"
"5589","0","945","42887","1","Approved","Solex","Standard","medium","medium","478.16","298.72","40649"
"5590","29","168","42945",,"Approved","Norco Bicycles","Road","medium","medium","543.39","407.54","34556"
"5591","32","2331","43016","1","Approved","Giant Bicycles","Standard","medium","medium","642.7","211.37","37698"
"5592","2","1077","43009",,"Approved","Solex","Standard","medium","medium","71.49","53.62","41245"
"5593","0","2204","42801","1","Approved","Norco Bicycles","Road","medium","medium","544.05","376.84","38647"
"5594","73","360","42933",,"Approved","Solex","Standard","medium","medium","1945.43","333.18","37499"
"5595","26","3264","42935",,"Approved","WeareA2B","Standard","medium","medium","1992.93","762.63","33455"
"5596","45","1032","42889",,"Approved","Solex","Standard","medium","medium","441.49","84.99","39427"
"5597","26","2111","42933","1","Approved","WeareA2B","Standard","medium","medium","1992.93","762.63","33552"
"5598","85","23","43089",,"Approved","WeareA2B","Standard","medium","medium","1228.07","400.91","42226"
"5599","82","2999","43091","1","Approved","Norco Bicycles","Standard","high","medium","1148.64","689.18","35667"
"5600","87","93","42765","1","Approved","Giant Bicycles","Standard","high","medium","1179","707.4","34586"
"5601","40","1908","42992",,"Approved","Trek Bicycles","Road","medium","large","1894.19","598.76","42172"
"5602","8","3254","42835",,"Approved","Solex","Road","medium","small","1703.52","1516.13","40649"
"5603","0","947","42901",,"Approved",,,,,"1192.33",,
"5604","19","2166","43041",,"Approved","OHM Cycles","Road","high","large","12.01","7.21","39880"
"5605","62","276","42984","1","Approved","Solex","Standard","medium","medium","478.16","298.72","34143"
"5606","53","2052","42740","1","Approved","OHM Cycles","Standard","medium","medium","795.34","101.58","42295"
"5607","0","2659","42863","1","Approved","Norco Bicycles","Standard","medium","medium","360.4","270.3","36668"
"5608","3","769","42976","1","Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","33259"
"5609","93","1790","43026","1","Approved","WeareA2B","Standard","medium","medium","1065.03","230.09","36833"
"5610","0","1577","43031","1","Approved","OHM Cycles","Standard","low","medium","71.16","56.93","42172"
"5611","22","888","42890",,"Approved","WeareA2B","Standard","medium","medium","60.34","45.26","34165"
"5612","74","3421","42974","1","Approved","WeareA2B","Standard","medium","medium","1228.07","400.91","35455"
"5613","1","2480","43057",,"Approved","Giant Bicycles","Touring","medium","large","1873.97","863.95","40553"
"5614","23","276","42768","1","Approved","Norco Bicycles","Mountain","low","small","688.63","612.88","34244"
"5615","11","1903","43083","1","Approved","Trek Bicycles","Standard","medium","small","1775.81","1580.47","34586"
"5616","58","2853","43006","1","Approved","OHM Cycles","Road","medium","medium","1280.28","829.51","34170"
"5617","98","2443","42746",,"Approved","OHM Cycles","Standard","medium","medium","795.34","101.58","35470"
"5618","0","2589","42965","1","Approved","Norco Bicycles","Road","medium","medium","544.05","376.84","38647"
"5619","56","354","43028","1","Approved","OHM Cycles","Standard","medium","medium","183.86","137.9","35707"
"5620","67","1301","42949",,"Approved","Norco Bicycles","Road","medium","medium","544.05","376.84","38647"
"5621","7","790","42777",,"Approved","Trek Bicycles","Road","low","medium","980.37","234.43","38258"
"5622","11","2153","42737",,"Approved","Giant Bicycles","Standard","high","medium","1274.93","764.96","39298"
"5623","6","2463","43035","1","Approved","OHM Cycles","Standard","high","medium","227.88","136.73","37659"
"5624","3","2791","43085",,"Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","41167"
"5625","34","396","42911",,"Approved","WeareA2B","Standard","medium","medium","1231.15","161.6","39880"
"5626","59","2415","42855","1","Approved","Solex","Standard","medium","large","1061.56","733.58","34170"
"5627","76","744","42772",,"Approved","WeareA2B","Standard","low","medium","642.31","513.85","35455"
"5628","60","309","42880",,"Approved","Giant Bicycles","Standard","high","small","1977.36","1759.85","42145"
"5629","84","2683","43083","1","Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","34079"
"5630","0","1538","42771",,"Approved","Norco Bicycles","Road","medium","medium","543.39","407.54","37698"
"5631","88","1106","42839",,"Approved","Norco Bicycles","Standard","medium","medium","1198.46","381.1","36145"
"5632","90","2575","42902","1","Approved","Solex","Standard","low","medium","945.04","507.58","36498"
"5633","42","1152","42805","1","Approved","OHM Cycles","Road","medium","small","1810","1610.9","34071"
"5634","5","1977","42846",,"Approved","Trek Bicycles","Mountain","low","medium","574.64","459.71","40784"
"5635","5","770","42965","1","Approved","Giant Bicycles","Standard","high","medium","1129.13","677.48","38573"
"5636","43","2581","42965","1","Approved","Solex","Standard","medium","medium","1151.96","649.49","41064"
"5637","98","35","42909",,"Approved","OHM Cycles","Standard","medium","medium","795.34","101.58","42710"
"5638","92","1196","43081","1","Approved","WeareA2B","Standard","medium","small","1415.01","1259.36","37626"
"5639","6","843","43080","1","Approved","OHM Cycles","Standard","high","medium","227.88","136.73","42560"
"5640","7","1585","43062",,"Approved","Trek Bicycles","Road","low","medium","980.37","234.43","40649"
"5641","74","938","42993",,"Approved","WeareA2B","Standard","medium","medium","1228.07","400.91","36668"
"5642","17","399","43050","1","Cancelled","Solex","Standard","high","medium","1024.66","614.8","40670"
"5643","75","2290","42832",,"Approved","Giant Bicycles","Touring","medium","large","1873.97","863.95","35455"
"5644","20","1932","42797",,"Approved","Trek Bicycles","Standard","medium","small","1775.81","1580.47","33455"
"5645","63","3110","43082",,"Approved","Solex","Standard","medium","medium","1483.2","99.59","42145"
"5646","35","2124","42813",,"Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","42688"
"5647","100","1390","42888","1","Approved","Trek Bicycles","Standard","medium","small","1386.84","1234.29","34165"
"5648","37","1131","42863",,"Approved","OHM Cycles","Standard","low","medium","1793.43","248.82","36361"
"5649","74","264","43051",,"Cancelled","WeareA2B","Standard","medium","medium","1228.07","400.91","36668"
"5650","57","2400","43028","1","Approved","WeareA2B","Touring","medium","large","1890.39","260.14","42172"
"5651","25","2713","43099","1","Approved","Giant Bicycles","Road","medium","medium","1538.99","829.65","34115"
"5652","45","1589","43038",,"Approved","Solex","Standard","medium","medium","441.49","84.99","36146"
"5653","6","1652","43003",,"Approved","Solex","Standard","high","medium","748.17","448.9","40618"
"5654","84","334","43043","1","Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","35667"
"5655","0","1892","42739","1","Approved","OHM Cycles","Road","high","large","12.01","7.21","34115"
"5656","96","1302","42788","1","Approved","WeareA2B","Road","low","small","1172.78","1043.77","38002"
"5657","18","2903","42781",,"Approved","Solex","Standard","medium","medium","575.27","431.45","34165"
"5658","38","2555","43098","1","Approved","Solex","Standard","medium","medium","1577.53","826.51","40618"
"5659","4","2919","43078","1","Approved","Solex","Standard","medium","medium","1483.2","99.59","40487"
"5660","68","668","42980","1","Approved","OHM Cycles","Standard","medium","medium","1636.9","44.71","40410"
"5661","67","1684","43042",,"Approved","Norco Bicycles","Road","medium","medium","544.05","376.84","38647"
"5662","92","27","42883","1","Approved","WeareA2B","Standard","medium","small","1415.01","1259.36","36833"
"5663","11","3258","42849","1","Approved","Giant Bicycles","Standard","high","medium","1274.93","764.96","41345"
"5664","8","2183","43016","1","Approved","Solex","Road","medium","small","1703.52","1516.13","34586"
"5665","58","2951","42967","1","Approved","OHM Cycles","Road","medium","medium","1280.28","829.51","37220"
"5666","75","1836","42933","1","Approved","Giant Bicycles","Touring","medium","large","1873.97","863.95","33429"
"5667","30","875","42956",,"Approved","Solex","Standard","high","medium","748.17","448.9","34996"
"5668","77","106","42905",,"Approved","WeareA2B","Standard","medium","medium","1769.64","108.76","41064"
"5669","35","525","42980",,"Approved","Trek Bicycles","Standard","low","medium","1057.51","154.4","40618"
"5670","75","180","42872","1","Approved","Giant Bicycles","Touring","medium","large","1873.97","863.95","38859"
"5671","46","1157","42791",,"Approved","Solex","Standard","low","medium","1289.85","74.51","41009"
"5672","36","2146","43049","1","Approved","Solex","Standard","low","medium","945.04","507.58","35052"
"5673","42","1656","42759",,"Approved","OHM Cycles","Road","medium","small","1810","1610.9","34071"
"5674","85","1041","43036","1","Approved","WeareA2B","Standard","medium","medium","752.64","205.36","42218"
"5675","29","1199","42966","1","Approved","Norco Bicycles","Road","medium","medium","543.39","407.54","33552"
"5676","3","1988","42914",,"Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","42145"
"5677","35","2359","42755","1","Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","42688"
"5678","62","1702","43085","1","Approved","Solex","Standard","medium","medium","478.16","298.72","34143"
"5679","87","1413","42787","1","Approved","Giant Bicycles","Standard","high","medium","1179","707.4","35667"
"5680","48","1946","42939",,"Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","41848"
"5681","32","2717","43058","1","Approved","Giant Bicycles","Standard","medium","medium","642.7","211.37","37337"
"5682","96","3219","42891","1","Approved","WeareA2B","Road","low","small","1172.78","1043.77","37539"
"5683","66","538","42741","1","Approved","Giant Bicycles","Road","low","small","590.26","525.33","42105"
"5684","16","1534","42931",,"Approved","Norco Bicycles","Standard","high","small","1661.92","1479.11","34586"
"5685","94","1828","42737",,"Approved","Giant Bicycles","Standard","medium","large","1635.3","993.66","41434"
"5686","5","2603","42985","1","Approved","Giant Bicycles","Standard","high","medium","1129.13","677.48","38573"
"5687","50","3451","42824",,"Approved","Giant Bicycles","Standard","medium","medium","642.7","211.37","37337"
"5688","70","1996","42848",,"Approved","Trek Bicycles","Standard","high","medium","495.72","297.43","42105"
"5689","45","2471","42946",,"Approved","Solex","Standard","medium","medium","441.49","84.99","41848"
"5690","36","1300","43079",,"Approved","Solex","Standard","low","medium","945.04","507.58","40672"
"5691","70","1425","43092",,"Approved","Norco Bicycles","Road","medium","medium","1036.59","206.35","33429"
"5692","42","2869","42981","1","Approved","OHM Cycles","Road","medium","small","1810","1610.9","39526"
"5693","7","3044","42776",,"Approved","Trek Bicycles","Road","low","medium","980.37","234.43","38216"
"5694","90","1994","42941",,"Approved","Solex","Standard","low","medium","945.04","507.58","35052"
"5695","5","420","43040",,"Approved","Giant Bicycles","Standard","high","medium","1129.13","677.48","38573"
"5696","8","3151","43080",,"Approved","Solex","Road","medium","small","1703.52","1516.13","37838"
"5697","6","3002","43055","1","Approved","OHM Cycles","Standard","high","medium","227.88","136.73","38216"
"5698","93","1093","42877",,"Approved","WeareA2B","Standard","medium","medium","1065.03","230.09","36833"
"5699","22","2432","43059","1","Approved","WeareA2B","Standard","medium","medium","60.34","45.26","42404"
"5700","47","3158","42991",,"Approved","Trek Bicycles","Road","low","small","1720.7","1531.42","41848"
"5701","10","3467","43094",,"Approved","WeareA2B","Touring","medium","medium","1466.68","363.25","41701"
"5702","0","2283","42833","1","Approved","Trek Bicycles","Road","medium","medium","533.51","400.13","41064"
"5703","5","2061","42897",,"Approved","Giant Bicycles","Standard","high","medium","1129.13","677.48","38573"
"5704","2","3386","42814",,"Approved","Giant Bicycles","Road","low","small","590.26","525.33","38647"
"5705","71","1530","42777","1","Approved","Solex","Standard","high","large","1842.92","1105.75","38859"
"5706","3","1299","43023","1","Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","37823"
"5707","53","3316","43079","1","Approved","OHM Cycles","Standard","medium","medium","795.34","101.58","35470"
"5708","83","2861","42775",,"Approved","Solex","Touring","medium","large","2083.94","675.03","38482"
"5709","0","1833","42961",,"Approved","OHM Cycles","Standard","high","medium","227.88","136.73","41701"
"5710","90","449","42792",,"Approved","Solex","Standard","low","medium","945.04","507.58","40336"
"5711","42","2123","42850","1","Approved","OHM Cycles","Road","medium","small","1810","1610.9","39526"
"5712","47","483","42820",,"Approved","Trek Bicycles","Road","low","small","1720.7","1531.42","38991"
"5713","54","3460","42854",,"Approved","WeareA2B","Standard","medium","medium","1292.84","13.44","39915"
"5714","71","1166","42875",,"Approved","Solex","Standard","high","large","1842.92","1105.75","34996"
"5715","91","2869","42771",,"Approved","Solex","Standard","medium","medium","100.35","75.26","36367"
"5716","57","846","42910","1","Approved","WeareA2B","Touring","medium","large","1890.39","260.14","33259"
"5717","84","649","42964",,"Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","34079"
"5718","59","3271","42771",,"Approved","WeareA2B","Standard","medium","small","1415.01","1259.36","33364"
"5719","100","1333","42909",,"Approved","Trek Bicycles","Standard","medium","small","1386.84","1234.29","37838"
"5720","59","2150","42997",,"Approved","Solex","Standard","medium","large","1061.56","733.58","40487"
"5721","0","2838","42769",,"Approved","OHM Cycles","Standard","low","medium","71.16","56.93","42172"
"5722","32","955","43086",,"Approved","Giant Bicycles","Standard","medium","medium","642.7","211.37","35052"
"5723","70","458","43073",,"Approved","Trek Bicycles","Standard","high","medium","495.72","297.43","40553"
"5724","44","436","43002",,"Approved","WeareA2B","Standard","medium","medium","1769.64","108.76","40672"
"5725","8","3409","43026","1","Approved","Solex","Road","medium","small","1703.52","1516.13","40649"
"5726","78","1350","42754","1","Approved","Giant Bicycles","Standard","medium","large","1765.3","709.48","35455"
"5727","77","3183","42744","1","Approved","Norco Bicycles","Road","medium","large","1240.31","795.1","40553"
"5728","47","3244","42744","1","Approved","Trek Bicycles","Road","low","small","1720.7","1531.42","38991"
"5729","69","899","42991",,"Approved","Giant Bicycles","Road","medium","medium","792.9","594.68","33879"
"5730","2","2252","42772",,"Approved","Giant Bicycles","Road","low","small","590.26","525.33","34996"
"5731","88","2750","42854",,"Approved","Norco Bicycles","Standard","high","small","1661.92","1479.11","34586"
"5732","45","3186","43037",,"Approved","Solex","Standard","medium","medium","441.49","84.99","41848"
"5733","52","96","42743",,"Approved","OHM Cycles","Road","medium","medium","1280.28","829.51","37220"
"5734","3","934","42965","1","Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","33259"
"5735","21","1091","43066",,"Approved","Solex","Standard","medium","large","1071.23","380.74","35160"
"5736","46","2659","43092",,"Approved","OHM Cycles","Standard","low","medium","1793.43","248.82","39526"
"5737","0","3050","42758","1","Approved","Trek Bicycles","Standard","medium","medium","499.53","388.72","36334"
"5738","64","3483","42738","1","Approved","Giant Bicycles","Standard","high","small","1977.36","1759.85","36146"
"5739","64","1418","42796","1","Approved","Trek Bicycles","Standard","medium","large","1469.44","596.55","42145"
"5740","7","505","43085",,"Approved","Giant Bicycles","Standard","medium","small","1311.44","1167.18","37698"
"5741","53","2028","42965","1","Approved","OHM Cycles","Standard","medium","medium","795.34","101.58","34170"
"5742","57","1767","43060","1","Approved","WeareA2B","Touring","medium","large","1890.39","260.14","33259"
"5743","3","2070","43002",,"Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","42145"
"5744","56","2968","42749","1","Approved","Norco Bicycles","Mountain","low","small","688.63","612.88","34244"
"5745","37","1639","43032","1","Approved","OHM Cycles","Standard","low","medium","1793.43","248.82","40336"
"5746","84","2877","42812","1","Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","42218"
"5747","64","484","42941",,"Approved","Trek Bicycles","Standard","medium","large","1469.44","596.55","41047"
"5748","91","2822","42896","1","Approved","Solex","Standard","medium","medium","100.35","75.26","36367"
"5749","54","6","43035","1","Approved","WeareA2B","Standard","medium","medium","1807.45","778.69","40410"
"5750","87","83","42942","1","Approved","Giant Bicycles","Standard","high","medium","1179","707.4","37626"
"5751","84","1025","42848",,"Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","34079"
"5752","16","1540","42888","1","Approved","Norco Bicycles","Standard","high","small","1661.92","1479.11","39880"
"5753","13","385","42943",,"Approved","Solex","Standard","medium","medium","1577.53","826.51","37220"
"5754","0","2849","42984","1","Approved","Norco Bicycles","Standard","low","medium","363.01","290.41","37539"
"5755","81","1891","42980",,"Approved","Norco Bicycles","Standard","medium","small","586.45","521.94","33364"
"5756","42","913","42886",,"Approved","OHM Cycles","Road","medium","small","1810","1610.9","39526"
"5757","49","228","42812","1","Approved","Solex","Standard","medium","large","1061.56","733.58","34170"
"5758","3","156","43083","1","Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","37659"
"5759","43","859","42761","1","Approved","Solex","Standard","medium","medium","1151.96","649.49","41064"
"5760","42","127","42756","1","Approved","OHM Cycles","Road","medium","small","1810","1610.9","39526"
"5761","0","1003","42786",,"Approved","WeareA2B","Standard","medium","medium","60.34","45.26","34165"
"5762","41","2850","42875",,"Approved","Solex","Road","medium","medium","416.98","312.74","41064"
"5763","48","941","43066","1","Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","42688"
"5764","31","3407","42902","1","Approved","WeareA2B","Standard","medium","medium","752.64","205.36","36145"
"5765","1","300","42923",,"Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","42688"
"5766","50","2202","42940","1","Cancelled","WeareA2B","Standard","medium","small","175.89","131.92","35707"
"5767","5","2152","42925",,"Approved","Trek Bicycles","Mountain","low","medium","574.64","459.71","42560"
"5768","24","1639","42938",,"Approved","Solex","Road","medium","large","1777.8","820.78","33552"
"5769","11","2830","43004",,"Approved","Trek Bicycles","Standard","medium","small","1775.81","1580.47","40303"
"5770","41","25","42982","1","Approved","Solex","Road","medium","medium","416.98","312.74","39526"
"5771","87","3241","43012","1","Approved","Giant Bicycles","Standard","high","medium","1179","707.4","36367"
"5772","0","1800","42824","1","Approved","Solex","Standard","medium","medium","441.49","84.99","34071"
"5773","34","382","42942","1","Approved","Norco Bicycles","Road","high","large","774.53","464.72","39526"
"5774","61","2155","43080",,"Approved","OHM Cycles","Standard","low","medium","71.16","56.93","42172"
"5775","48","3088","42994",,"Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","39915"
"5776","33","1502","42850",,"Approved","Giant Bicycles","Standard","medium","small","1311.44","1167.18","37698"
"5777","16","1121","42873",,"Approved","Norco Bicycles","Standard","high","small","1661.92","1479.11","39880"
"5778","79","3364","42824","1","Approved","Norco Bicycles","Standard","medium","medium","1555.58","818.01","38206"
"5779","88","255","42965",,"Approved","Norco Bicycles","Standard","medium","medium","1198.46","381.1","36145"
"5780","15","2292","42781",,"Approved","Norco Bicycles","Standard","low","medium","958.74","748.9","38693"
"5781","8","404","42834","1","Approved","Solex","Road","medium","small","1703.52","1516.13","38693"
"5782","63","1022","42825","1","Approved","Solex","Standard","medium","medium","1483.2","99.59","38216"
"5783","88","3405","42887",,"Approved","Norco Bicycles","Standard","medium","medium","1198.46","381.1","41701"
"5784","0","793","42987",,"Approved","Trek Bicycles","Standard","medium","medium","499.53","388.72","37337"
"5785","28","2272","42762",,"Approved","Norco Bicycles","Standard","medium","small","1216.14","1082.36","33455"
"5786","76","1025","42936",,"Approved","WeareA2B","Standard","low","medium","642.31","513.85","40553"
"5787","42","2078","43017","1","Cancelled","OHM Cycles","Road","medium","small","1810","1610.9","39526"
"5788","67","1489","43017","1","Approved","Norco Bicycles","Road","medium","medium","544.05","376.84","38647"
"5789","62","3055","43041",,"Approved","Solex","Standard","medium","medium","478.16","298.72","41701"
"5790","37","1638","43088","1","Approved","OHM Cycles","Standard","low","medium","1793.43","248.82","40336"
"5791","52","466","42971","1","Approved","OHM Cycles","Road","medium","medium","1280.28","829.51","35470"
"5792","5","2307","42981","1","Approved","Giant Bicycles","Standard","high","medium","1129.13","677.48","38258"
"5793","49","2924","42755",,"Approved","Trek Bicycles","Road","medium","medium","533.51","400.13","41064"
"5794","87","2761","42823","1","Approved","Giant Bicycles","Standard","high","medium","1179","707.4","38693"
"5795","56","1742","42872","1","Approved","Norco Bicycles","Mountain","low","small","688.63","612.88","34244"
